SampleID	Species	Genus	Confer	Family	Order	Superclass	Phylum	Kingdom	Completeness
NC_025671.1	rivulatus	Andinoacara	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_033547.1	pulcher	Andinoacara	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KR150868.1	pulcher	Andinoacara	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_033543.1	mariae	Bujurquina	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KR150862.1	mariae	Bujurquina	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KR233978.1	guianensis	Krobia	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_031440.1	guianensis	Krobia	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_028723.1	altum	Pterophyllum	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KT180164.1	altum	Pterophyllum	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_026535.1	scalare	Pterophyllum	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KP231206.1	scalare	Pterophyllum	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
AP009506.1	temporalis	Hypselecara	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_011168.1	temporalis	Hypselecara	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_033550.1	amphiacanthoides	Uaru	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KR150875.1	amphiacanthoides	Uaru	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_026689.1	discus	Symphysodon	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KP313730.1	discus	Symphysodon	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_027965.1	haraldi	Symphysodon	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KT215609.1	haraldi	Symphysodon	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_028182.1	aequifasciata	Symphysodon	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KT362183.1	aequifasciata	Symphysodon	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KU531435.1	aureus	Thorichthys	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_031182.1	aureus	Thorichthys	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
PP059111.1	meeki	Thorichthys	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_086569.1	meeki	Thorichthys	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KR150867.1	cyanoguttatus	Herichthys	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_033546.1	cyanoguttatus	Herichthys	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_023526.1	synspilus	Paraneetroplus	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KF879808.1	synspilus	Paraneetroplus	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KJ755565.1	synspilus	Paraneetroplus	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_024737.1	synspilus	Paraneetroplus	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KR150870.1	octofasciata	Rocio	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_033548.1	octofasciata	Rocio	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_026918.1	managuensis	Parachromis	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KP728467.1	managuensis	Parachromis	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KJ081546.1	citrinellus	Amphilophus	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_023827.1	citrinellus	Amphilophus	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_033552.1	cutteri	Cryptoheros	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KR150878.1	cutteri	Cryptoheros	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
NC_024835.1	splendida	Petenia	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
KJ914664.1	splendida	Petenia	.	Cichlidae	Cichliformes	Actinopterygii	Chordata	Metazoa	complete
OR546148.1	parvus	Ogcocephalus	.	Ogcocephalidae	Lophiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_083000.1	parvus	Ogcocephalus	.	Ogcocephalidae	Lophiiformes	Actinopterygii	Chordata	Metazoa	complete
OR546149.1	elater	Zalieutes	.	Ogcocephalidae	Lophiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_083001.1	elater	Zalieutes	.	Ogcocephalidae	Lophiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_013886.1	brevicaudata	Coelophrys	.	Ogcocephalidae	Lophiiformes	Actinopterygii	Chordata	Metazoa	complete
AB282834.1	brevicaudata	Coelophrys	.	Ogcocephalidae	Lophiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_028289.1	negrosensis	Macropharyngodon	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
KP013102.1	negrosensis	Macropharyngodon	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
EU082205.1	tenuispinis	Halichoeres	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
NC_011191.1	tenuispinis	Halichoeres	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
NC_009066.1	melanurus	Halichoeres	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
AP006018.1	melanurus	Halichoeres	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
NC_048980.1	lunare	Thalassoma	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
MN170516.1	lunare	Thalassoma	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
NC_041194.1	nigrescens	Halichoeres	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
MH678616.1	nigrescens	Halichoeres	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
NC_071873.1	jansenii	Thalassoma	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
OP270617.1	jansenii	Thalassoma	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
NC_011199.1	trimaculatus	Halichoeres	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
EU087704.1	trimaculatus	Halichoeres	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
NC_037708.1	hartzfeldii	Halichoeres	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
KY115688.1	hartzfeldii	Halichoeres	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
NC_057241.1	melapterus	Hemigymnus	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
MN614148.1	melapterus	Hemigymnus	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
NC_063818.1	neglecta	Scorpaena	.	Scorpaenidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
ON109388.1	neglecta	Scorpaena	.	Scorpaenidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_083166.1	brachyptera	Scorpaena	.	Scorpaenidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
OR581006.1	brachyptera	Scorpaena	.	Scorpaenidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_088026.1	brasiliensis	Scorpaena	.	Scorpaenidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
PP033010.1	brasiliensis	Scorpaena	.	Scorpaenidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
OR546216.1	agassizii	Scorpaena	.	Scorpaenidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_083054.1	agassizii	Scorpaena	.	Scorpaenidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KR701907.1	cirrosa	Scorpaenopsis	.	Scorpaenidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_027735.1	cirrosa	Scorpaenopsis	.	Scorpaenidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_024746.1	miles	Pterois	.	Scorpaenidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
LK022697.1	miles	Pterois	.	Scorpaenidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_025290.1	volitans	Pterois	.	Scorpaenidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KJ739816.1	volitans	Pterois	.	Scorpaenidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_021134.1	boenak	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KC537759.1	boenak	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_022142.1	argus	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KC593377.1	argus	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KC593376.1	rogaa	Aethaloperca	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_022141.1	rogaa	Aethaloperca	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KJ469385.1	sexmaculata	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_024100.1	sexmaculata	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_022143.1	sonnerati	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KC593378.1	sonnerati	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_030057.1	urodeta	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KU891818.2	urodeta	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_060350.1	miniata	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
MW423580.1	miniata	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
MW560468.1	spiloparaea	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_065828.1	spiloparaea	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_065827.1	leopardus	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
MW560467.1	leopardus	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
PP032959.1	fulva	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_087987.1	fulva	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_086959.1	taeniops	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
OQ420715.1	taeniops	Cephalopholis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_021462.1	epistictus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KC816460.1	epistictus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
PP032989.1	acutirostris	Mycteroperca	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_088013.1	acutirostris	Mycteroperca	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
PP032972.1	marginatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_087998.1	marginatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
PP032969.1	inermis	Dermatolepis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_087996.1	inermis	Dermatolepis	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KC593371.1	dermopterus	Triso	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_022140.1	dermopterus	Triso	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
PP032978.1	niveatus	Hyporthodus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_088003.1	niveatus	Hyporthodus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_020047.1	octofasciatus	Hyporthodus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
JX135579.1	octofasciatus	Hyporthodus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
FJ594966.1	septemfasciatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_053366.1	septemfasciatus	Hyporthodus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
MT709278.1	septemfasciatus	Hyporthodus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_013829.1	septemfasciatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
FJ472837.1	lanceolatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_011715.1	lanceolatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_012709.1	leucogrammicus	Anyperodon	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
GQ131336.1	leucogrammicus	Anyperodon	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
MT937084.1	altivelis	Cromileptes	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_056997.1	altivelis	Cromileptes	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_034675.1	altivelis	Cromileptes	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KC845547.1	altivelis	Cromileptes	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KY249560.1	altivelis	Cromileptes	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_021614.1	altivelis	Cromileptes	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_042416.1	fuscoguttatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
MK408449.1	fuscoguttatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
MT709279.1	fuscoguttatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_053367.1	fuscoguttatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KM605254.1	fuscoguttatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_028055.1	fuscoguttatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
JX119192.1	fuscoguttatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_020046.1	fuscoguttatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KU981051.1	moara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_030318.1	moara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KU881800.1	moara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_030276.1	moara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
MH748091.1	moara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_040225.1	moara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
FJ594964.1	bruneus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_013820.1	bruneus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_017891.1	moara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
JQ518290.1	moara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_020784.1	latifasciatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KC480177.1	latifasciatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KM873711.1	malabaricus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_028406.1	malabaricus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_011111.1	coioides	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
EU043376.1	coioides	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KP257572.1	coioides	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_026464.1	coioides	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_024039.1	tukula	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KJ414470.1	tukula	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KP072053.1	corallicola	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_026731.1	corallicola	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_072956.1	polyphekadion	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
OP980557.1	polyphekadion	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
OP210315.1	undulosus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_071920.1	undulosus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
ON321831.1	bilobatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_069198.1	bilobatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KF556648.1	bleekeri	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_022848.1	bleekeri	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
AP005991.1	merra	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_022509.1	merra	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
MW560469.1	hexagonatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_065829.1	hexagonatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_056898.1	tauvina	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
MW194890.1	tauvina	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KC847086.1	trimaculatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_021612.1	trimaculatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_021450.1	quoyanus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KC790539.1	quoyanus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_028428.1	bontoides	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KT619054.1	bontoides	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
ON000909.1	multinotatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_068846.1	multinotatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
OM994728.1	flavocaeruleus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_068783.1	flavocaeruleus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
ON000908.1	cyanopodus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_068845.1	cyanopodus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_032086.1	chlorostigma	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KR872887.1	chlorostigma	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KC466080.1	areolatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_020785.1	areolatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
PP032971.1	adscensionis	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_087997.1	adscensionis	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
PP032973.1	morio	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_087999.1	morio	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
MN879323.1	awoara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_052837.1	awoara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
JX109835.1	awoara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_018773.1	awoara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_020782.1	fasciatomaculosus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KC480085.1	fasciatomaculosus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_034668.1	akaara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KY132101.1	akaara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
EU043377.1	akaara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_011113.1	akaara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_052838.1	akaara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
MN337034.1	akaara	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KC959953.1	sexfasciatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_021765.1	sexfasciatus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_021133.1	stictus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KC527593.1	stictus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
OM370929.1	amblycephalus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_072595.1	amblycephalus	Epinephelus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
DQ872160.1	fasciatus	Oplegnathus	.	Oplegnathidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_010968.1	fasciatus	Oplegnathus	.	Oplegnathidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_013143.1	punctatus	Oplegnathus	.	Oplegnathidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
AP011066.1	punctatus	Oplegnathus	.	Oplegnathidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_030375.1	latus	Lateolabrax	.	Lateolabracidae	Acropomatiformes	Actinopterygii	Chordata	Metazoa	complete
KR780681.1	latus	Lateolabrax	.	Lateolabracidae	Acropomatiformes	Actinopterygii	Chordata	Metazoa	complete
AP006789.1	japonicus	Lateolabrax	.	Lateolabracidae	Acropomatiformes	Actinopterygii	Chordata	Metazoa	complete
NC_042503.1	japonicus	Lateolabrax	.	Lateolabracidae	Acropomatiformes	Actinopterygii	Chordata	Metazoa	complete
NC_029318.1	maculatus	Lateolabrax	.	Lateolabracidae	Acropomatiformes	Actinopterygii	Chordata	Metazoa	complete
KT852999.1	maculatus	Lateolabrax	.	Lateolabracidae	Acropomatiformes	Actinopterygii	Chordata	Metazoa	complete
JQ860109.1	maculatus	Lateolabrax	.	Lateolabracidae	Acropomatiformes	Actinopterygii	Chordata	Metazoa	complete
NC_018045.1	maculatus	Lateolabrax	.	Lateolabracidae	Acropomatiformes	Actinopterygii	Chordata	Metazoa	complete
PP032953.1	sexspinosus	Astroscopus	.	Uranoscopidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
NC_087984.1	sexspinosus	Astroscopus	.	Uranoscopidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
NC_083034.1	albigutta	Kathetostoma	.	Uranoscopidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
OR546187.1	albigutta	Kathetostoma	.	Uranoscopidae	Uranoscopiformes	Actinopterygii	Chordata	Metazoa	complete
NC_057224.1	japonicum	Acropoma	.	Acropomatidae	Acropomatiformes	Actinopterygii	Chordata	Metazoa	complete
MN251861.1	japonicum	Acropoma	.	Acropomatidae	Acropomatiformes	Actinopterygii	Chordata	Metazoa	complete
AP012490.1	cuniculus	Hoplolatilus	.	Malacanthidae	.	Actinopterygii	Chordata	Metazoa	complete
NC_024197.1	cuniculus	Hoplolatilus	.	Malacanthidae	.	Actinopterygii	Chordata	Metazoa	complete
NC_024857.1	aprinus	Cirrhitichthys	.	Cirrhitidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
AP006011.1	aprinus	Cirrhitichthys	.	Cirrhitidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_083066.1	pinos	Amblycirrhitus	.	Cirrhitidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
OR546229.1	pinos	Amblycirrhitus	.	Cirrhitidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
AP006012.1	arcatus	Paracirrhites	.	Cirrhitidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_022512.1	arcatus	Paracirrhites	.	Cirrhitidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
OK054500.1	papilionaceus	Serranus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_063618.1	papilionaceus	Serranus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_063619.1	scriba	Serranus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
OK054501.1	scriba	Serranus	.	Serranidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_010205.2	flagellifer	Pteragogus	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
EF409976.2	flagellifer	Pteragogus	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
